date_reg,type,maker,model,colour,fuel,state
2024-06-18,motorcar,Perodua,Bezza,black,petrol,Kedah
2024-09-14,motorcar,Perodua,Bezza,red,petrol,Sabah
2024-03-27,motorcar,Mazda,Mazda 3,black,petrol,Johor
2024-02-16,motorcar,Proton,X50,silver,petrol,Selangor
2024-03-10,motorcar,Perodua,Bezza,black,petrol,Terengganu
2024-04-18,motorcar,Perodua,Axia,black,diesel,Perlis
2024-01-16,motorcar,Proton,X50,red,petrol,Selangor
2024-09-04,motorcar,Perodua,Myvi,black,petrol,Selangor
2024-02-05,motorcar,Proton,X70,white,petrol,Pahang
2024-11-24,motorcar,Toyota,Yaris,black,petrol,Johor
2024-03-08,motorcar,Toyota,Yaris,red,petrol,Sabah
2024-08-14,motorcar,Perodua,Myvi,silver,hybrid_petrol,Pulau Pinang
2024-07-14,motorcar,Honda,Civic,silver,petrol,Sarawak
2024-09-21,motorcar,Proton,Saga,grey,petrol,Selangor
2024-07-23,motorcar,Nissan,Almera,silver,petrol,Kelantan
2024-01-21,motorcar,Proton,Saga,grey,petrol,Johor
2024-02-27,motorcar,Perodua,Axia,white,petrol,Negeri Sembilan
2024-08-08,motorcar,Hyundai,Ioniq 5,white,electric,Sarawak
2024-09-09,motorcar,Honda,City,black,hybrid_petrol,Perlis
2024-05-08,motorcar,Proton,X70,grey,petrol,Johor
2024-07-07,motorcar,Honda,HR-V,silver,petrol,Perak
2024-07-17,motorcar,Proton,X50,silver,petrol,Kedah
2024-08-14,motorcar,Toyota,Hilux,black,hybrid_petrol,Sabah
2024-02-08,motorcar,Toyota,Hilux,silver,petrol,Kedah
2024-02-14,motorcar,Proton,X70,silver,petrol,Terengganu
2024-07-02,motorcar,Mazda,Mazda 3,red,petrol,Sabah
2024-10-12,motorcar,Toyota,Hilux,grey,petrol,Kelantan
2024-04-04,motorcar,Perodua,Axia,white,petrol,Johor
2024-10-21,motorcar,Perodua,Myvi,red,petrol,Kedah
2024-06-04,motorcar,Perodua,Axia,red,petrol,Johor
2024-09-01,motorcar,Proton,X70,red,petrol,Pulau Pinang
2024-01-17,motorcar,Nissan,X-Trail,white,petrol,Pahang
2024-02-16,motorcar,Proton,Saga,grey,petrol,Sarawak
2024-11-22,motorcar,Mazda,CX-5,silver,petrol,Kedah
2024-11-08,motorcar,Toyota,Yaris,black,petrol,Melaka
2024-05-01,motorcar,Perodua,Myvi,white,petrol,W.P. Kuala Lumpur
2024-08-11,motorcar,Perodua,Axia,white,petrol,Terengganu
2024-01-24,motorcar,Mazda,Mazda 3,red,petrol,Sarawak
2024-11-13,motorcar,Honda,HR-V,red,petrol,Johor
2024-12-04,motorcar,Proton,X50,white,petrol,Perak
2024-07-19,motorcar,Proton,X50,silver,petrol,W.P. Putrajaya
2024-04-27,motorcar,Proton,X50,black,petrol,Negeri Sembilan
2024-04-08,motorcar,Honda,Civic,white,diesel,Selangor
2024-01-06,motorcar,Honda,Civic,black,petrol,Sabah
2024-10-24,motorcar,Perodua,Myvi,silver,diesel,Selangor
2024-10-11,motorcar,Mazda,Mazda 3,grey,petrol,Johor
2024-01-27,motorcar,Honda,City,silver,petrol,Kelantan
2024-10-12,motorcar,Perodua,Myvi,silver,hybrid_petrol,Johor
2024-01-20,motorcar,Toyota,Vios,black,petrol,Johor
2024-07-09,motorcar,Perodua,Bezza,red,petrol,Sabah
2024-07-06,motorcar,Proton,X50,white,petrol,Melaka
2024-04-10,motorcar,Proton,X70,white,petrol,Selangor
2024-06-03,motorcar,Nissan,X-Trail,grey,petrol,Selangor
2024-11-08,motorcar,Perodua,Myvi,white,diesel,W.P. Kuala Lumpur
2024-12-18,motorcar,Toyota,Vios,red,petrol,Sabah
2024-09-08,motorcar,Perodua,Myvi,white,petrol,Kelantan
2024-04-13,motorcar,Perodua,Myvi,grey,petrol,Sabah
2024-02-04,motorcar,Proton,X70,silver,petrol,Johor
2024-09-15,motorcar,Toyota,Vios,red,petrol,Kedah
2024-05-01,motorcar,Toyota,Hilux,silver,petrol,Melaka
2024-02-14,motorcar,Perodua,Bezza,silver,petrol,Sarawak
2024-04-09,motorcar,Honda,City,grey,petrol,Johor
2024-08-13,motorcar,Proton,Saga,red,petrol,Johor
2024-07-13,motorcar,Perodua,Bezza,red,petrol,Pulau Pinang
2024-08-23,motorcar,Proton,Saga,grey,petrol,Selangor
2024-11-17,motorcar,Toyota,Yaris,black,petrol,Pulau Pinang
2024-02-06,motorcar,Proton,Saga,red,diesel,Selangor
2024-09-13,motorcar,Perodua,Axia,black,hybrid_petrol,Sarawak
2024-12-27,motorcar,Perodua,Bezza,silver,diesel,Johor
2024-09-05,motorcar,Toyota,Vios,white,petrol,Pulau Pinang
2024-04-18,motorcar,Perodua,Bezza,silver,petrol,Terengganu
2024-11-09,motorcar,Perodua,Axia,silver,petrol,Selangor
2024-04-05,motorcar,Toyota,Hilux,black,petrol,Johor
2024-06-24,motorcar,Honda,City,grey,petrol,Kedah
2024-10-08,motorcar,Toyota,Vios,silver,petrol,Kelantan
2024-03-12,motorcar,Nissan,Almera,silver,petrol,Kelantan
2024-03-01,motorcar,Perodua,Bezza,white,petrol,Kedah
2024-11-02,motorcar,Toyota,Hilux,white,petrol,Pahang
2024-02-02,motorcar,Toyota,Vios,black,petrol,Pulau Pinang
2024-08-18,motorcar,Proton,X50,silver,petrol,Pahang
2024-06-22,motorcar,Toyota,Vios,white,petrol,Sabah
2024-11-16,motorcar,Perodua,Bezza,silver,petrol,Pahang
2024-12-04,motorcar,Nissan,X-Trail,black,hybrid_petrol,Sarawak
2024-07-02,motorcar,Proton,X70,white,diesel,Pulau Pinang
2024-07-14,motorcar,Honda,HR-V,silver,petrol,Pahang
2024-08-09,motorcar,Perodua,Myvi,silver,petrol,Melaka
2024-03-16,motorcar,BYD,Seal,red,electric,Sabah
2024-08-25,motorcar,Toyota,Yaris,black,petrol,Pahang
2024-12-10,motorcar,Nissan,X-Trail,white,diesel,Sabah
2024-04-20,motorcar,Perodua,Bezza,grey,petrol,Perak
2024-08-11,motorcar,Toyota,Yaris,red,petrol,Sabah
2024-04-07,motorcar,Toyota,Vios,red,petrol,Sabah
2024-03-10,motorcar,Toyota,Vios,white,petrol,Pahang
2024-12-21,motorcar,Nissan,Almera,white,diesel,Kedah
2024-12-26,motorcar,Perodua,Myvi,silver,petrol,Johor
2024-03-21,motorcar,Nissan,X-Trail,silver,petrol,Sabah
2024-02-22,motorcar,Perodua,Myvi,grey,petrol,Pulau Pinang
2024-03-05,motorcar,Perodua,Bezza,grey,petrol,Sarawak
2024-02-22,motorcar,Honda,HR-V,black,hybrid_petrol,Selangor
2024-09-18,motorcar,Proton,Saga,silver,petrol,Terengganu
2024-07-22,motorcar,Proton,X70,silver,petrol,Melaka
2024-02-17,motorcar,Proton,X70,silver,petrol,Sarawak
2024-05-17,motorcar,Perodua,Myvi,black,petrol,Negeri Sembilan
2024-01-16,motorcar,Nissan,Almera,red,petrol,Sarawak
2024-12-13,motorcar,Perodua,Bezza,white,petrol,W.P. Kuala Lumpur
2024-07-14,motorcar,Perodua,Myvi,red,petrol,Selangor
2024-05-13,motorcar,Perodua,Bezza,grey,petrol,Pulau Pinang
2024-04-21,motorcar,Nissan,Almera,black,petrol,Selangor
2024-08-02,motorcar,Proton,X70,grey,petrol,Sarawak
2024-04-25,motorcar,Mazda,Mazda 3,red,petrol,Perak
2024-12-27,motorcar,Perodua,Bezza,red,petrol,W.P. Kuala Lumpur
2024-08-05,motorcar,Perodua,Axia,grey,petrol,Sabah
2024-04-10,motorcar,Honda,Civic,red,petrol,Sabah
2024-07-12,motorcar,Nissan,Almera,grey,petrol,Negeri Sembilan
2024-12-27,motorcar,Perodua,Axia,black,petrol,Sabah
2024-05-14,motorcar,Toyota,Hilux,black,petrol,Kedah
2024-05-25,motorcar,Proton,Saga,silver,petrol,Selangor
2024-12-13,motorcar,Toyota,Hilux,red,petrol,Pahang
2024-02-06,motorcar,Proton,X50,white,petrol,Pahang
2024-10-10,motorcar,Honda,City,white,petrol,Sabah
2024-05-05,motorcar,Perodua,Axia,silver,petrol,Sabah
2024-08-24,motorcar,Perodua,Axia,grey,petrol,Johor
2024-11-15,motorcar,Proton,X50,black,petrol,Selangor
2024-10-08,motorcar,Perodua,Bezza,grey,petrol,Selangor
2024-12-06,motorcar,Proton,X70,red,petrol,Kedah
2024-01-21,motorcar,Toyota,Yaris,white,petrol,Sarawak
2024-02-05,motorcar,Proton,X70,black,petrol,Pahang
2024-07-13,motorcar,Perodua,Bezza,white,hybrid_petrol,Johor
2024-06-24,motorcar,Proton,X50,black,petrol,Johor
2024-12-19,motorcar,Toyota,Hilux,white,hybrid_petrol,Pulau Pinang
2024-03-04,motorcar,Perodua,Myvi,grey,petrol,Selangor
2024-08-09,motorcar,Perodua,Axia,red,petrol,Kedah
2024-02-22,motorcar,Perodua,Axia,red,petrol,Johor
2024-04-06,motorcar,Perodua,Bezza,red,petrol,Sabah
2024-02-14,motorcar,Perodua,Bezza,black,petrol,Selangor
2024-05-27,motorcar,Perodua,Myvi,red,petrol,Kelantan
2024-05-23,motorcar,Mazda,CX-5,silver,petrol,Johor
2024-11-05,motorcar,Perodua,Axia,white,petrol,Sabah
2024-04-22,motorcar,Perodua,Myvi,grey,hybrid_petrol,Johor
2024-03-15,motorcar,Toyota,Hilux,silver,diesel,Pahang
2024-02-06,motorcar,Perodua,Axia,black,diesel,Pulau Pinang
2024-01-26,motorcar,Perodua,Bezza,black,petrol,Selangor
2024-08-11,motorcar,Proton,Saga,white,petrol,Sabah
2024-09-23,motorcar,Proton,X70,grey,diesel,Selangor
2024-05-25,motorcar,Nissan,Almera,grey,hybrid_petrol,Sabah
2024-08-19,motorcar,Proton,Saga,red,hybrid_petrol,Selangor
2024-04-10,motorcar,Perodua,Myvi,grey,petrol,Sabah
2024-10-03,motorcar,Perodua,Myvi,black,petrol,Negeri Sembilan
2024-03-15,motorcar,Perodua,Myvi,white,petrol,Perak
2024-12-03,motorcar,BMW,iX,red,electric,Johor
2024-10-14,motorcar,Proton,Saga,red,diesel,Johor
2024-09-11,motorcar,Perodua,Axia,grey,petrol,Selangor
2024-10-16,motorcar,Perodua,Myvi,silver,diesel,Kelantan
2024-12-22,motorcar,Honda,Civic,grey,diesel,Selangor
2024-03-11,motorcar,Honda,Civic,silver,petrol,Pahang
2024-07-02,motorcar,Proton,X50,red,petrol,Kedah
2024-05-03,motorcar,Toyota,Hilux,red,petrol,Sarawak
2024-10-21,motorcar,Nissan,X-Trail,red,petrol,Johor
2024-06-13,motorcar,Proton,X70,red,petrol,Perak
2024-06-07,motorcar,Perodua,Myvi,silver,petrol,Kedah
2024-11-04,motorcar,Perodua,Myvi,red,petrol,Melaka
2024-03-27,motorcar,Perodua,Axia,silver,petrol,Selangor
2024-02-04,motorcar,Proton,X50,grey,petrol,Pulau Pinang
2024-07-27,motorcar,Nissan,Almera,white,petrol,Sabah
2024-02-23,motorcar,Proton,X50,red,petrol,Johor
2024-04-15,motorcar,Honda,Civic,red,petrol,Melaka
2024-07-01,motorcar,Proton,X70,black,hybrid_petrol,Pahang
2024-11-15,motorcar,Proton,Saga,silver,petrol,Johor
2024-08-27,motorcar,Nissan,Almera,silver,petrol,Melaka
2024-04-04,motorcar,Proton,X50,grey,diesel,Sabah
2024-01-09,motorcar,Honda,City,black,petrol,Selangor
2024-06-26,motorcar,Volvo,EX30,red,electric,Selangor
2024-07-24,motorcar,Toyota,Yaris,silver,diesel,Terengganu
2024-02-13,motorcar,Proton,X70,grey,petrol,W.P. Kuala Lumpur
2024-01-13,motorcar,Perodua,Axia,white,petrol,Pulau Pinang
2024-01-03,motorcar,Honda,HR-V,red,petrol,Perak
2024-05-24,motorcar,Toyota,Vios,red,petrol,Kedah
2024-01-25,motorcar,Toyota,Hilux,silver,petrol,Pulau Pinang
2024-04-23,motorcar,Proton,X70,white,petrol,Sabah
2024-05-02,motorcar,Perodua,Bezza,white,petrol,Sarawak
2024-02-02,motorcar,Toyota,Vios,silver,petrol,Terengganu
2024-03-15,motorcar,Proton,X70,white,petrol,Selangor
2024-09-05,motorcar,Proton,X50,white,petrol,Selangor
2024-09-07,motorcar,Mazda,CX-5,silver,petrol,Selangor
2024-07-12,motorcar,Honda,HR-V,white,diesel,Sarawak
2024-06-06,motorcar,Proton,X70,grey,petrol,Sarawak
2024-09-19,motorcar,Toyota,Vios,red,petrol,Kedah
2024-04-11,motorcar,Perodua,Axia,black,diesel,Selangor
2024-03-10,motorcar,Toyota,Hilux,white,petrol,Sabah
2024-11-09,motorcar,Toyota,Yaris,red,petrol,Selangor
2024-09-03,motorcar,Perodua,Myvi,red,petrol,Kedah
2024-06-10,motorcar,Nissan,X-Trail,black,diesel,Melaka
2024-10-15,motorcar,Honda,Civic,black,petrol,Selangor
2024-01-17,motorcar,Perodua,Axia,red,petrol,Kedah
2024-01-26,motorcar,Perodua,Axia,silver,petrol,Sabah
2024-10-22,motorcar,Nissan,X-Trail,black,petrol,Negeri Sembilan
2024-06-02,motorcar,Perodua,Axia,red,petrol,Negeri Sembilan
2024-03-03,motorcar,Nissan,X-Trail,silver,petrol,Perak
2024-09-16,motorcar,Honda,City,grey,petrol,Selangor
2024-07-20,motorcar,Perodua,Axia,grey,petrol,Pulau Pinang
2024-12-07,motorcar,Perodua,Myvi,red,petrol,Johor
2024-10-12,motorcar,Perodua,Axia,red,petrol,Pulau Pinang
2024-07-06,motorcar,Perodua,Bezza,grey,hybrid_petrol,Pulau Pinang
2024-06-07,motorcar,Honda,HR-V,silver,petrol,Pahang
2024-09-11,motorcar,Perodua,Bezza,grey,petrol,Selangor
2024-06-26,motorcar,Perodua,Axia,black,petrol,Kedah
2024-04-20,motorcar,Nissan,X-Trail,white,petrol,Pulau Pinang
2024-08-20,motorcar,Proton,X50,black,petrol,Perak
2024-03-07,motorcar,Perodua,Axia,white,petrol,Kelantan
2024-08-04,motorcar,Perodua,Bezza,silver,petrol,Selangor
2024-03-27,motorcar,Proton,Saga,white,petrol,Selangor
2024-07-16,motorcar,Proton,Saga,grey,petrol,Kelantan
2024-12-10,motorcar,Proton,Saga,grey,petrol,Terengganu
2024-06-22,motorcar,Proton,X50,silver,petrol,Johor
2024-02-03,motorcar,Perodua,Myvi,silver,petrol,Pulau Pinang
2024-08-07,motorcar,Toyota,Vios,red,petrol,Pahang
2024-12-14,motorcar,Proton,X70,silver,petrol,Perak
2024-06-10,motorcar,Perodua,Axia,silver,petrol,Selangor
2024-02-16,motorcar,Honda,Civic,silver,petrol,Kedah
2024-07-24,motorcar,Nissan,X-Trail,silver,petrol,Sarawak
2024-04-12,motorcar,Perodua,Myvi,red,hybrid_petrol,Sarawak
2024-12-13,motorcar,Nissan,Almera,black,petrol,Melaka
2024-12-27,motorcar,Perodua,Axia,red,hybrid_petrol,Negeri Sembilan
2024-06-27,motorcar,Honda,Civic,white,petrol,Selangor
2024-11-15,motorcar,Proton,X70,red,petrol,Sabah
2024-05-13,motorcar,Proton,X70,white,petrol,Johor
2024-02-06,motorcar,Mazda,CX-5,grey,petrol,Selangor
2024-03-05,motorcar,Perodua,Bezza,grey,diesel,Pulau Pinang
2024-09-11,motorcar,Perodua,Axia,white,petrol,Selangor
2024-02-14,motorcar,Perodua,Bezza,silver,petrol,Selangor
2024-12-12,motorcar,Nissan,X-Trail,grey,diesel,Selangor
2024-05-19,motorcar,Proton,X50,black,petrol,Johor
2024-03-25,motorcar,Perodua,Axia,black,petrol,Melaka
2024-05-20,motorcar,Proton,Saga,white,petrol,Sabah
2024-11-08,motorcar,Proton,X50,white,petrol,Kedah
2024-07-12,motorcar,Nissan,X-Trail,silver,petrol,Selangor
2024-10-07,motorcar,Perodua,Bezza,black,petrol,Perak
2024-09-24,motorcar,Toyota,Yaris,white,petrol,Kelantan
2024-11-24,motorcar,Perodua,Myvi,red,diesel,Terengganu
2024-06-03,motorcar,Proton,Saga,grey,petrol,Terengganu
2024-01-07,motorcar,Toyota,Hilux,white,petrol,Selangor
2024-05-03,motorcar,Proton,X70,white,petrol,Sabah
2024-12-17,motorcar,Proton,Saga,black,diesel,Sabah
2024-02-27,motorcar,Nissan,Almera,white,petrol,Terengganu
2024-12-14,motorcar,Proton,X70,silver,hybrid_petrol,Sarawak
2024-12-16,motorcar,Proton,X70,silver,petrol,Kedah
2024-06-16,motorcar,Perodua,Bezza,red,petrol,Terengganu
2024-08-07,motorcar,Proton,X50,grey,petrol,Johor
2024-02-24,motorcar,Perodua,Bezza,white,petrol,Negeri Sembilan
2024-10-23,motorcar,Toyota,Hilux,red,petrol,Pahang
2024-05-18,motorcar,Perodua,Axia,grey,petrol,Kelantan
2024-12-12,motorcar,Tesla,Model 3,white,electric,Johor
2024-11-05,motorcar,Nissan,X-Trail,grey,petrol,Kelantan
2024-12-22,motorcar,Honda,HR-V,white,petrol,Pulau Pinang
2024-06-23,motorcar,Honda,City,black,petrol,Terengganu
2024-03-12,motorcar,BYD,Seal,white,electric,Sabah
2024-04-23,motorcar,Mazda,CX-5,white,petrol,Sabah
2024-03-08,motorcar,Honda,Civic,white,diesel,Johor
2024-05-06,motorcar,Toyota,Yaris,black,petrol,Selangor
2024-12-25,motorcar,Toyota,Vios,red,petrol,Selangor
2024-07-16,motorcar,Perodua,Bezza,silver,diesel,Melaka
2024-01-12,motorcar,Proton,Saga,white,petrol,Pulau Pinang
2024-09-04,motorcar,Perodua,Axia,silver,petrol,Sarawak
2024-10-22,motorcar,Proton,X50,white,diesel,Selangor
2024-11-05,motorcar,Proton,Saga,white,petrol,Selangor
2024-02-20,motorcar,Perodua,Bezza,white,petrol,Kelantan
2024-04-18,motorcar,Honda,HR-V,silver,petrol,Perak
2024-03-16,motorcar,Toyota,Yaris,silver,petrol,Johor
2024-07-18,motorcar,Toyota,Yaris,black,petrol,Selangor
2024-12-27,motorcar,Perodua,Myvi,silver,petrol,Terengganu
2024-08-14,motorcar,Perodua,Bezza,silver,petrol,Sarawak
2024-01-14,motorcar,Proton,X70,silver,petrol,Sarawak
2024-01-07,motorcar,Proton,X50,red,petrol,Kedah
2024-04-20,motorcar,Proton,X50,silver,petrol,Selangor
2024-05-08,motorcar,Proton,X70,white,petrol,Pahang
2024-12-14,motorcar,Perodua,Bezza,white,petrol,Sarawak
2024-11-09,motorcar,BMW,iX3,grey,electric,Selangor
2024-08-27,motorcar,Tesla,Model 3,silver,electric,Kedah
2024-11-25,motorcar,Perodua,Bezza,red,petrol,Selangor
2024-12-23,motorcar,Nissan,Almera,black,hybrid_petrol,Selangor
2024-02-23,motorcar,Proton,X70,grey,petrol,Selangor
2024-06-26,motorcar,Honda,City,grey,petrol,Johor
2024-03-27,motorcar,Toyota,Yaris,grey,petrol,Melaka
2024-09-06,motorcar,Proton,X70,red,hybrid_petrol,Sarawak
2024-06-16,motorcar,Perodua,Myvi,silver,petrol,Pulau Pinang
2024-01-24,motorcar,Perodua,Myvi,grey,petrol,Pahang
2024-11-21,motorcar,Toyota,Vios,white,petrol,Selangor
2024-09-12,motorcar,Honda,City,red,diesel,Selangor
2024-07-04,motorcar,Proton,X50,grey,petrol,Selangor
2024-09-06,motorcar,Perodua,Myvi,red,petrol,Kelantan
2024-01-14,motorcar,Perodua,Myvi,red,petrol,Sarawak
2024-12-25,motorcar,Proton,Saga,black,petrol,Sabah
2024-08-25,motorcar,Perodua,Bezza,grey,diesel,Kedah
2024-09-23,motorcar,Toyota,Vios,silver,petrol,Kedah
2024-08-04,motorcar,Proton,X70,red,petrol,Perak
2024-05-16,motorcar,Perodua,Bezza,black,diesel,Selangor
2024-10-27,motorcar,Perodua,Axia,red,petrol,Selangor
2024-10-13,motorcar,Proton,X50,black,petrol,Pahang
2024-03-21,motorcar,Proton,X70,red,petrol,Sarawak
2024-09-13,motorcar,Tesla,Model Y,silver,electric,Pulau Pinang
2024-02-14,motorcar,Honda,HR-V,red,petrol,Terengganu
2024-08-07,motorcar,Perodua,Bezza,red,petrol,Sabah
2024-04-26,motorcar,Honda,Civic,silver,petrol,Selangor
2024-11-21,motorcar,Proton,X50,white,petrol,Sarawak
2024-09-04,motorcar,Perodua,Myvi,grey,petrol,Selangor
2024-03-17,motorcar,Perodua,Axia,black,petrol,Selangor
2024-09-02,motorcar,Honda,City,silver,petrol,Melaka
2024-07-05,motorcar,Perodua,Bezza,white,hybrid_petrol,Sarawak
2024-05-01,motorcar,Nissan,Almera,red,petrol,Sabah
2024-12-27,motorcar,Proton,X50,white,petrol,Sabah
2024-05-06,motorcar,Toyota,Hilux,red,petrol,Kedah
2024-02-10,motorcar,Perodua,Bezza,grey,petrol,Johor
2024-09-22,motorcar,Honda,City,grey,hybrid_petrol,W.P. Kuala Lumpur
2024-01-13,motorcar,Proton,X50,white,petrol,Selangor
2024-03-08,motorcar,Toyota,Vios,grey,petrol,Pahang
2024-02-03,motorcar,Perodua,Myvi,grey,petrol,Sarawak
2024-02-09,motorcar,Proton,Saga,grey,petrol,Sabah
2024-11-19,motorcar,Tesla,Model 3,grey,electric,Perak
2024-06-24,motorcar,Tesla,Model 3,red,electric,Sarawak
2024-04-27,motorcar,Mazda,Mazda 3,black,hybrid_petrol,W.P. Kuala Lumpur
2024-12-22,motorcar,Perodua,Bezza,grey,petrol,Pahang
2024-03-14,motorcar,Toyota,Yaris,grey,petrol,Perlis
2024-04-18,motorcar,Perodua,Myvi,white,petrol,Selangor
2024-08-23,motorcar,Proton,X70,black,diesel,Selangor
2024-02-15,motorcar,Perodua,Axia,silver,petrol,Terengganu
2024-11-02,motorcar,Honda,City,silver,petrol,Selangor
2024-01-06,motorcar,Toyota,Yaris,white,hybrid_petrol,Selangor
2024-12-02,motorcar,Proton,Saga,grey,diesel,Selangor
2024-01-25,motorcar,Perodua,Axia,white,hybrid_petrol,Johor
2024-08-24,motorcar,Mazda,CX-5,red,diesel,Pulau Pinang
2024-12-25,motorcar,Perodua,Bezza,white,petrol,Sarawak
2024-12-19,motorcar,Perodua,Myvi,black,petrol,Sarawak
2024-08-11,motorcar,Perodua,Myvi,black,petrol,Sabah
2024-06-24,motorcar,Perodua,Myvi,silver,petrol,Negeri Sembilan
2024-04-17,motorcar,Toyota,Yaris,black,petrol,Negeri Sembilan
2024-05-27,motorcar,Nissan,Almera,black,petrol,Perak
2024-06-09,motorcar,Perodua,Bezza,black,petrol,Johor
2024-11-08,motorcar,Perodua,Axia,white,petrol,Melaka
2024-01-07,motorcar,Proton,X50,black,petrol,Pahang
2024-03-01,motorcar,Proton,X50,black,petrol,Pulau Pinang
2024-03-10,motorcar,Perodua,Axia,grey,petrol,Negeri Sembilan
2024-10-15,motorcar,Honda,HR-V,red,petrol,Johor
2024-08-11,motorcar,Toyota,Hilux,white,petrol,Sabah
2024-10-24,motorcar,Mazda,Mazda 3,silver,petrol,Selangor
2024-06-04,motorcar,Nissan,Almera,grey,diesel,Johor
2024-01-18,motorcar,Honda,Civic,black,diesel,Terengganu
2024-05-22,motorcar,Perodua,Myvi,grey,petrol,Kedah
2024-11-03,motorcar,Proton,X70,red,petrol,Selangor
2024-04-20,motorcar,Proton,X70,black,petrol,Selangor
2024-05-06,motorcar,Nissan,Leaf,silver,electric,Perak
2024-07-23,motorcar,Perodua,Bezza,grey,petrol,Pulau Pinang
2024-12-01,motorcar,BYD,Seal,black,electric,Johor
2024-03-24,motorcar,Perodua,Axia,grey,petrol,Pahang
2024-01-06,motorcar,Proton,X70,red,diesel,Kedah
2024-12-22,motorcar,Proton,X70,black,petrol,Pahang
2024-03-13,motorcar,Toyota,Hilux,silver,petrol,Kedah
2024-12-09,motorcar,Perodua,Bezza,silver,petrol,Sarawak
2024-08-03,motorcar,Perodua,Myvi,grey,petrol,Melaka
2024-05-18,motorcar,Proton,Saga,red,hybrid_petrol,Sabah
2024-09-23,motorcar,Toyota,Hilux,red,petrol,Johor
2024-04-22,motorcar,Proton,Saga,black,petrol,Perak
2024-12-05,motorcar,Proton,Saga,grey,petrol,Sabah
2024-06-02,motorcar,Tesla,Model Y,white,electric,Kedah
2024-12-27,motorcar,Proton,X70,silver,petrol,Selangor
2024-09-03,motorcar,Proton,X70,grey,petrol,Pahang
2024-09-10,motorcar,Toyota,Yaris,white,diesel,W.P. Kuala Lumpur
2024-03-01,motorcar,Perodua,Myvi,grey,petrol,Terengganu
2024-01-16,motorcar,Proton,Saga,white,diesel,Terengganu
2024-07-08,motorcar,Mazda,CX-5,grey,petrol,Perak
2024-12-08,motorcar,Mazda,CX-5,grey,diesel,W.P. Kuala Lumpur
2024-08-21,motorcar,Perodua,Myvi,grey,diesel,Melaka
2024-09-23,motorcar,Honda,City,black,petrol,Selangor
2024-12-10,motorcar,Proton,X50,silver,petrol,Perak
2024-10-08,motorcar,Perodua,Myvi,red,petrol,Pahang
2024-11-04,motorcar,Proton,X70,grey,petrol,Melaka
2024-11-05,motorcar,Honda,City,silver,petrol,Selangor
2024-08-15,motorcar,Proton,Saga,white,petrol,Terengganu
2024-08-27,motorcar,Honda,HR-V,white,petrol,Sabah
2024-06-23,motorcar,Perodua,Axia,black,petrol,Perak
2024-04-27,motorcar,Honda,Civic,black,petrol,Selangor
2024-01-01,motorcar,Perodua,Myvi,white,petrol,Johor
2024-05-09,motorcar,Perodua,Axia,white,petrol,Melaka
2024-07-27,motorcar,BMW,i4,grey,electric,Negeri Sembilan
2024-09-15,motorcar,Toyota,Vios,grey,petrol,Johor
2024-07-10,motorcar,Proton,X70,black,petrol,W.P. Kuala Lumpur
2024-11-21,motorcar,Toyota,Vios,white,diesel,Pulau Pinang
2024-08-14,motorcar,Mazda,CX-5,red,petrol,Perak
2024-11-18,motorcar,Proton,X70,silver,hybrid_petrol,Sarawak
2024-12-26,motorcar,Ora,Good Cat,white,electric,Sabah
2024-10-06,motorcar,Proton,X50,silver,petrol,Selangor
2024-09-24,motorcar,Honda,HR-V,grey,diesel,Pulau Pinang
2024-03-22,motorcar,Perodua,Axia,white,petrol,Selangor
2024-12-21,motorcar,Toyota,Hilux,black,petrol,Terengganu
2024-09-24,motorcar,Proton,X70,white,diesel,Sarawak
2024-07-14,motorcar,Perodua,Bezza,red,petrol,Sarawak
2024-01-02,motorcar,Proton,Saga,grey,petrol,Sabah
2024-03-22,motorcar,Toyota,Vios,black,petrol,Selangor
2024-02-01,motorcar,Proton,X50,white,petrol,Sabah
2024-09-04,motorcar,Proton,X50,white,hybrid_petrol,Negeri Sembilan
2024-09-01,motorcar,Honda,HR-V,grey,petrol,Johor
2024-03-07,motorcar,Perodua,Bezza,silver,petrol,Sarawak
2024-05-24,motorcar,Perodua,Axia,grey,petrol,Kelantan
2024-09-04,motorcar,Perodua,Myvi,silver,petrol,Terengganu
2024-01-08,motorcar,Proton,Saga,grey,petrol,Selangor
2024-06-17,motorcar,Proton,X50,red,hybrid_petrol,Perak
2024-11-17,motorcar,Honda,HR-V,black,petrol,Kedah
2024-01-11,motorcar,Proton,Saga,grey,petrol,Sarawak
2024-12-02,motorcar,Perodua,Myvi,black,petrol,Kedah
2024-04-03,motorcar,Toyota,Vios,silver,petrol,Sarawak
2024-12-16,motorcar,Toyota,Vios,white,petrol,Kedah
2024-04-21,motorcar,Nissan,X-Trail,grey,petrol,Johor
2024-03-16,motorcar,Perodua,Myvi,black,petrol,Selangor
2024-08-13,motorcar,Proton,X70,silver,petrol,Selangor
2024-10-17,motorcar,Perodua,Bezza,silver,petrol,Selangor
2024-07-25,motorcar,Honda,Civic,grey,petrol,W.P. Kuala Lumpur
